tourney_id,tourney_name,surface,draw_size,tourney_level,indoor,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,loser_id,loser_seed,loser_entry,loser_name,loser_hand,loser_ht,loser_ioc,loser_age,loser_rank,loser_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced
2026-1003,Doha,Hard,56,1000,,20260208,2,221012.0,,,Qinwen Zheng,R,,CHN,23.338,26.0,1658.0,213550.0,,,Sofia Kenin,R,170.0,USA,27.237,28.0,1567.0,4-6 6-1 6-2,3,R64,119.0,20.0,4.0,76.0,47.0,40.0,13.0,13.0,4.0,5.0,3.0,1.0,75.0,43.0,26.0,17,12.0,2.0,6.0
2026-1003,Doha,Hard,56,1000,,20260208,3,219917.0,,Q,Alycia Parks,R,185.0,USA,25.107,85.0,830.0,223670.0,15.0,,Diana Shnaider,L,,RUS,21.854,21.0,1953.0,1-6 6-4 7-6(5),3,R64,152.0,11.0,0.0,109.0,61.0,45.0,21.0,14.0,7.0,10.0,4.0,0.0,117.0,81.0,58.0,17,15.0,13.0,15.0
2026-1003,Doha,Hard,56,1000,,20260208,4,239475.0,10.0,,Victoria Mboko,R,,CAN,19.456,13.0,2606.0,213631.0,,,Marie Bouzkova,R,180.0,CZE,27.554,37.0,1285.0,7-5 6-2,3,R64,101.0,0.0,5.0,66.0,45.0,29.0,9.0,10.0,4.0,7.0,6.0,1.0,69.0,43.0,27.0,6,10.0,5.0,11.0
2026-1003,Doha,Hard,56,1000,,20260208,5,201329.0,,Q,Vera Zvonareva,R,172.0,RUS,41.422,584.0,82.0,220548.0,,WC,Peyton Stearns,R,,USA,24.337,50.0,1107.0,2-6 6-2 6-3,3,R64,130.0,2.0,2.0,76.0,49.0,37.0,12.0,12.0,2.0,4.0,3.0,7.0,100.0,61.0,40.0,16,13.0,5.0,9.0
2026-1003,Doha,Hard,56,1000,,20260208,6,202663.0,,,Magda Linette,R,171.0,POL,33.991,39.0,1277.0,222661.0,,Q,Sonay Kartal,R,,GBR,24.282,61.0,1004.0,6-4 3-6 6-3,3,R64,129.0,10.0,0.0,94.0,64.0,45.0,12.0,14.0,2.0,5.0,1.0,3.0,75.0,50.0,31.0,17,14.0,1.0,5.0
2026-1003,Doha,Hard,56,1000,,20260208,7,220714.0,,LL,Elisabetta Cocciaretto,R,,ITA,25.038,51.0,1099.0,221039.0,,WC,Elsa Jacquemot,R,,FRA,22.771,53.0,1091.0,7-6(4) 6-2,3,R64,104.0,1.0,4.0,66.0,44.0,32.0,10.0,10.0,3.0,5.0,1.0,5.0,63.0,40.0,22.0,10,10.0,3.0,7.0
2026-1003,Doha,Hard,56,1000,,20260208,8,215983.0,,,Ann Li,R,170.0,USA,25.621,41.0,1243.0,220367.0,,,Leylah Fernandez,L,168.0,CAN,23.426,25.0,1701.0,6-4 6-3,3,R64,84.0,1.0,2.0,58.0,29.0,23.0,17.0,9.0,1.0,1.0,1.0,4.0,65.0,41.0,27.0,11,10.0,3.0,6.0
2026-1003,Doha,Hard,56,1000,,20260208,9,211684.0,,LL,Magdalena Frech,R,171.0,POL,28.151,60.0,1033.0,214643.0,13.0,,Liudmila Samsonova,R,180.0,RUS,27.245,18.0,2062.0,6-3 4-6 7-6(7),3,R64,176.0,6.0,4.0,111.0,75.0,48.0,20.0,16.0,5.0,9.0,1.0,1.0,96.0,48.0,33.0,26,15.0,1.0,5.0
2026-1003,Doha,Hard,56,1000,,20260208,10,211701.0,,,Katerina Siniakova,R,174.0,CZE,29.75,40.0,1275.0,220704.0,11.0,,Clara Tauson,R,182.0,DEN,23.135,16.0,2345.0,6-4 6-1,3,R64,76.0,1.0,2.0,57.0,36.0,25.0,8.0,8.0,3.0,5.0,4.0,3.0,47.0,29.0,15.0,3,9.0,3.0,9.0
2026-1003,Doha,Hard,56,1000,,20260208,11,215785.0,,Q,Camila Osorio,R,162.0,COL,24.132,80.0,851.0,221054.0,,,Emma Raducanu,R,175.0,GBR,23.239,30.0,1547.0,2-6 6-4 2-0 RET,3,R64,99.0,5.0,3.0,67.0,48.0,28.0,11.0,10.0,5.0,8.0,6.0,0.0,68.0,45.0,26.0,13,10.0,11.0,14.0
2026-1003,Doha,Hard,56,1000,,20260208,12,211533.0,,,Jelena Ostapenko,R,177.0,LAT,28.671,24.0,1801.0,220435.0,,Q,Anastasia Zakharova,R,,RUS,24.058,107.0,719.0,6-7(5) 6-3 6-4,3,R64,158.0,9.0,6.0,94.0,60.0,42.0,15.0,16.0,3.0,9.0,7.0,3.0,101.0,56.0,37.0,16,15.0,7.0,15.0
2026-1003,Doha,Hard,56,1000,,20260208,13,215035.0,,,Dayana Yastremska,R,175.0,UKR,25.736,43.0,1175.0,213710.0,,,Cristina Bucsa,R,,ESP,28.105,57.0,1069.0,6-4 4-6 7-6(5),3,R64,152.0,5.0,3.0,101.0,52.0,25.0,26.0,16.0,8.0,17.0,5.0,1.0,107.0,74.0,36.0,14,16.0,3.0,12.0
2026-1003,Doha,Hard,56,1000,,20260208,14,214939.0,,,Anna Kalinskaya,R,175.0,RUS,27.187,27.0,1575.0,222601.0,,,Jessica Bouzas Maneiro,R,,ESP,23.376,42.0,1202.0,6-2 6-1,3,R64,67.0,0.0,5.0,49.0,25.0,17.0,16.0,7.0,2.0,2.0,4.0,2.0,49.0,29.0,16.0,6,8.0,1.0,6.0
2026-1003,Doha,Hard,56,1000,,20260208,15,215613.0,12.0,,Emma Navarro,R,170.0,USA,24.729,17.0,2095.0,213583.0,,,Tatjana Maria,R,172.0,GER,38.506,54.0,1089.0,7-5 6-1,3,R64,89.0,2.0,1.0,68.0,34.0,26.0,18.0,10.0,2.0,3.0,4.0,2.0,56.0,35.0,23.0,8,9.0,5.0,9.0
2026-1003,Doha,Hard,56,1000,,20260208,16,214096.0,14.0,,Karolina Muchova,R,178.0,CZE,29.468,19.0,2058.0,211713.0,,,Jaqueline Cristian,R,180.0,ROU,27.68,35.0,1307.0,6-2 6-3,3,R64,91.0,1.0,4.0,61.0,44.0,30.0,9.0,8.0,8.0,9.0,0.0,4.0,55.0,37.0,22.0,6,8.0,8.0,11.0
2026-1003,Doha,Hard,56,1000,,20260208,17,238184.0,,Q,Tereza Valentova,,,CZE,18.968,44.0,1175.0,223253.0,,,Alexandra Eala,L,173.0,PHI,20.715,45.0,1163.0,7-6(6) 6-1,3,R64,92.0,4.0,3.0,65.0,44.0,33.0,8.0,10.0,3.0,5.0,3.0,0.0,59.0,38.0,21.0,9,9.0,3.0,7.0
2026-1003,Doha,Hard,56,1000,,20260208,18,201662.0,,,Karolina Pliskova,R,184.0,CZE,33.887,416.0,146.0,221333.0,,LL,Solana Sierra,R,,ARG,21.646,63.0,987.0,6-1 6-2,3,R64,60.0,5.0,2.0,39.0,26.0,20.0,9.0,7.0,0.0,0.0,2.0,1.0,52.0,26.0,13.0,11,8.0,6.0,11.0
2026-1003,Doha,Hard,56,1000,,20260208,19,206289.0,,,Maria Sakkari,R,172.0,GRE,30.544,49.0,1110.0,220309.0,,WC,Zeynep Sonmez,R,,TUR,23.779,79.0,854.0,6-1 6-3,3,R64,81.0,1.0,2.0,55.0,38.0,24.0,11.0,8.0,4.0,5.0,1.0,0.0,57.0,35.0,18.0,7,8.0,6.0,11.0
2026-1003,Doha,Hard,56,1000,,20260208,20,219875.0,,Q,Varvara Gracheva,R,,FRA,25.52,73.0,887.0,201696.0,,,Laura Siegemund,R,168.0,GER,37.934,48.0,1111.0,7-6(3) 6-4,3,R64,138.0,1.0,5.0,87.0,57.0,40.0,15.0,11.0,6.0,8.0,2.0,1.0,78.0,61.0,39.0,8,11.0,4.0,7.0
2026-1003,Doha,Hard,56,1000,,20260208,21,222328.0,9.0,,Linda Noskova,R,,CZE,21.227,12.0,2761.0,233741.0,,,Maya Joint,R,,AUS,19.817,29.0,1549.0,6-4 6-0,3,R64,65.0,1.0,0.0,56.0,30.0,20.0,16.0,8.0,3.0,3.0,5.0,0.0,42.0,23.0,12.0,9,8.0,2.0,6.0
2026-1003,Doha,Hard,56,1000,,20260208,22,210722.0,16.0,,Elise Mertens,R,179.0,BEL,30.229,22.0,1936.0,201499.0,,,Anastasia Pavlyuchenkova,R,177.0,RUS,34.604,100.0,765.0,6-2 6-1,3,R64,68.0,4.0,5.0,42.0,30.0,27.0,4.0,7.0,1.0,1.0,1.0,1.0,56.0,29.0,17.0,9,8.0,5.0,10.0
2026-1003,Doha,Hard,56,1000,,20260208,23,214082.0,,,Daria Kasatkina,R,170.0,RUS,28.759,62.0,997.0,220416.0,,Q,Moyuka Uchijima,R,171.0,JPN,24.496,87.0,822.0,4-6 6-3 6-0,3,R64,123.0,3.0,2.0,84.0,55.0,32.0,15.0,11.0,8.0,12.0,5.0,4.0,72.0,53.0,28.0,6,11.0,3.0,9.0
2026-1003,Doha,Hard,56,1000,,20260208,24,222145.0,,WC,Janice Tjen,R,,INA,23.762,47.0,1139.0,206242.0,,LL,Beatriz Haddad Maia,L,185.0,BRA,29.695,68.0,932.0,6-0 6-1,3,R64,69.0,3.0,2.0,46.0,27.0,20.0,11.0,7.0,1.0,1.0,1.0,2.0,42.0,30.0,15.0,2,6.0,5.0,10.0
2026-1003,Doha,Hard,56,1000,,20260208,25,214981.0,2.0,,Elena Rybakina,R,184.0,KAZ,26.648,3.0,7610.0,216133.0,,,Xinyu Wang,R,182.0,CHN,24.37,33.0,1356.0,6-2 6-4,3,R32,80.0,2.0,1.0,54.0,34.0,27.0,10.0,9.0,2.0,3.0,1.0,1.0,74.0,46.0,30.0,9,9.0,5.0,9.0
2026-1003,Doha,Hard,56,1000,,20260208,26,221012.0,,,Qinwen Zheng,R,,CHN,23.338,26.0,1658.0,219917.0,,Q,Alycia Parks,R,185.0,USA,25.107,85.0,830.0,7-6(4) 3-6 6-2,3,R32,168.0,5.0,8.0,123.0,74.0,50.0,26.0,15.0,13.0,16.0,6.0,11.0,99.0,64.0,46.0,15,14.0,3.0,6.0
2026-1003,Doha,Hard,56,1000,,20260208,27,239475.0,10.0,,Victoria Mboko,R,,CAN,19.456,13.0,2606.0,201329.0,,Q,Vera Zvonareva,R,172.0,RUS,41.422,584.0,82.0,6-4 6-4,3,R32,97.0,6.0,4.0,64.0,42.0,30.0,10.0,10.0,7.0,9.0,6.0,1.0,76.0,49.0,31.0,8,10.0,7.0,11.0
2026-1003,Doha,Hard,56,1000,,20260208,28,259799.0,5.0,,Mirra Andreeva,R,,RUS,18.782,7.0,4731.0,202663.0,,,Magda Linette,R,171.0,POL,33.991,39.0,1277.0,7-6(0) 6-1,3,R32,103.0,3.0,0.0,73.0,56.0,43.0,5.0,9.0,9.0,10.0,1.0,2.0,64.0,35.0,21.0,11,9.0,5.0,8.0
2026-1003,Doha,Hard,56,1000,,20260208,29,220714.0,,LL,Elisabetta Cocciaretto,R,,ITA,25.038,51.0,1099.0,221103.0,4.0,,Coco Gauff,R,175.0,USA,21.909,5.0,6423.0,6-4 6-2,3,R32,91.0,0.0,3.0,72.0,44.0,31.0,14.0,9.0,4.0,5.0,2.0,2.0,59.0,39.0,26.0,5,9.0,8.0,12.0
2026-1003,Doha,Hard,56,1000,,20260208,30,215983.0,,,Ann Li,R,170.0,USA,25.621,41.0,1243.0,211684.0,,LL,Magdalena Frech,R,171.0,POL,28.151,60.0,1033.0,6-3 6-4,3,R32,82.0,4.0,1.0,64.0,43.0,26.0,9.0,10.0,3.0,7.0,3.0,1.0,55.0,27.0,18.0,8,9.0,2.0,8.0
2026-1003,Doha,Hard,56,1000,,20260208,31,215785.0,,Q,Camila Osorio,R,162.0,COL,24.132,80.0,851.0,211701.0,,,Katerina Siniakova,R,174.0,CZE,29.75,40.0,1275.0,6-2 5-7 6-3,3,R32,129.0,0.0,5.0,95.0,67.0,44.0,13.0,15.0,7.0,11.0,6.0,1.0,90.0,66.0,36.0,10,14.0,2.0,8.0
2026-1003,Doha,Hard,56,1000,,20260208,32,211533.0,,,Jelena Ostapenko,R,177.0,LAT,28.671,24.0,1801.0,206420.0,8.0,,Ekaterina Alexandrova,R,175.0,RUS,31.234,11.0,2983.0,6-4 6-2,3,R32,81.0,4.0,1.0,70.0,41.0,31.0,12.0,9.0,5.0,6.0,3.0,5.0,52.0,33.0,21.0,7,9.0,2.0,6.0
2026-1003,Doha,Hard,56,1000,,20260208,33,202494.0,7.0,,Elina Svitolina,R,174.0,UKR,31.409,10.0,3205.0,215035.0,,,Dayana Yastremska,R,175.0,UKR,25.736,43.0,1175.0,6-1 6-4,3,R32,68.0,5.0,6.0,44.0,28.0,19.0,10.0,8.0,1.0,3.0,2.0,2.0,61.0,36.0,19.0,7,9.0,4.0,10.0
2026-1003,Doha,Hard,56,1000,,20260208,34,214939.0,,,Anna Kalinskaya,R,175.0,RUS,27.187,27.0,1575.0,215613.0,12.0,,Emma Navarro,R,170.0,USA,24.729,17.0,2095.0,7-5 2-6 6-2,3,R32,125.0,3.0,4.0,85.0,55.0,40.0,13.0,14.0,6.0,10.0,7.0,3.0,87.0,59.0,35.0,16,14.0,4.0,9.0
2026-1003,Doha,Hard,56,1000,,20260208,35,214096.0,14.0,,Karolina Muchova,R,178.0,CZE,29.468,19.0,2058.0,238184.0,,Q,Tereza Valentova,,,CZE,18.968,44.0,1175.0,6-1 6-4,3,R32,82.0,1.0,4.0,40.0,23.0,18.0,12.0,8.0,1.0,2.0,0.0,2.0,64.0,41.0,26.0,6,9.0,7.0,12.0
2026-1003,Doha,Hard,56,1000,,20260208,36,201662.0,,,Karolina Pliskova,R,184.0,CZE,33.887,416.0,146.0,216153.0,3.0,,Amanda Anisimova,R,180.0,USA,24.441,4.0,6680.0,5-7 7-6(3) 4-1 RET,3,R32,142.0,7.0,1.0,114.0,75.0,51.0,17.0,15.0,6.0,10.0,3.0,4.0,89.0,58.0,38.0,15,14.0,3.0,7.0
2026-1003,Doha,Hard,56,1000,,20260208,37,206289.0,,,Maria Sakkari,R,172.0,GRE,30.544,49.0,1110.0,211148.0,6.0,,Jasmine Paolini,R,160.0,ITA,30.098,8.0,4267.0,6-4 6-2,3,R32,83.0,3.0,2.0,57.0,36.0,27.0,12.0,9.0,4.0,5.0,0.0,0.0,53.0,30.0,15.0,13,9.0,2.0,6.0
2026-1003,Doha,Hard,56,1000,,20260208,38,219875.0,,Q,Varvara Gracheva,R,,FRA,25.52,73.0,887.0,222328.0,9.0,,Linda Noskova,R,,CZE,21.227,12.0,2761.0,6-2 2-6 7-5,3,R32,120.0,4.0,6.0,85.0,57.0,40.0,12.0,14.0,5.0,9.0,8.0,11.0,92.0,59.0,41.0,12,14.0,4.0,9.0
2026-1003,Doha,Hard,56,1000,,20260208,39,214082.0,,,Daria Kasatkina,R,170.0,RUS,28.759,62.0,997.0,210722.0,16.0,,Elise Mertens,R,179.0,BEL,30.229,22.0,1936.0,6-4 6-0,3,R32,97.0,0.0,4.0,64.0,43.0,28.0,9.0,8.0,3.0,5.0,6.0,2.0,62.0,34.0,16.0,11,8.0,3.0,9.0
2026-1003,Doha,Hard,56,1000,,20260208,40,216347.0,1.0,,Iga Swiatek,R,176.0,POL,24.693,2.0,7978.0,222145.0,,WC,Janice Tjen,R,,INA,23.762,47.0,1139.0,6-0 6-3,3,R32,69.0,4.0,1.0,40.0,23.0,17.0,13.0,8.0,3.0,4.0,2.0,1.0,47.0,24.0,12.0,8,7.0,4.0,9.0
2026-1003,Doha,Hard,56,1000,,20260208,41,214981.0,2.0,,Elena Rybakina,R,184.0,KAZ,26.648,3.0,7610.0,221012.0,,,Qinwen Zheng,R,,CHN,23.338,26.0,1658.0,4-6 6-2 7-5,3,R16,147.0,6.0,6.0,104.0,69.0,50.0,16.0,15.0,3.0,5.0,1.0,9.0,96.0,57.0,40.0,19,15.0,6.0,10.0
2026-1003,Doha,Hard,56,1000,,20260208,42,239475.0,10.0,,Victoria Mboko,R,,CAN,19.456,13.0,2606.0,259799.0,5.0,,Mirra Andreeva,R,,RUS,18.782,7.0,4731.0,6-3 3-6 7-6(5),3,R16,130.0,5.0,4.0,86.0,58.0,41.0,9.0,15.0,3.0,9.0,7.0,2.0,104.0,71.0,43.0,15,15.0,10.0,16.0
2026-1003,Doha,Hard,56,1000,,20260208,43,220714.0,,LL,Elisabetta Cocciaretto,R,,ITA,25.038,51.0,1099.0,215983.0,,,Ann Li,R,170.0,USA,25.621,41.0,1243.0,7-6(5) 5-7 6-4,3,R16,175.0,1.0,2.0,117.0,73.0,49.0,22.0,17.0,6.0,11.0,6.0,8.0,106.0,60.0,45.0,19,17.0,6.0,11.0
2026-1003,Doha,Hard,56,1000,,20260208,44,211533.0,,,Jelena Ostapenko,R,177.0,LAT,28.671,24.0,1801.0,215785.0,,Q,Camila Osorio,R,162.0,COL,24.132,80.0,851.0,6-3 6-1,3,R16,68.0,4.0,4.0,46.0,27.0,19.0,10.0,8.0,0.0,2.0,3.0,1.0,49.0,29.0,15.0,6,8.0,2.0,8.0
2026-1003,Doha,Hard,56,1000,,20260208,45,214939.0,,,Anna Kalinskaya,R,175.0,RUS,27.187,27.0,1575.0,202494.0,7.0,,Elina Svitolina,R,174.0,UKR,31.409,10.0,3205.0,6-4 6-3,3,R16,78.0,1.0,2.0,53.0,37.0,25.0,9.0,9.0,1.0,2.0,3.0,5.0,60.0,37.0,25.0,8,10.0,1.0,5.0
2026-1003,Doha,Hard,56,1000,,20260208,46,214096.0,14.0,,Karolina Muchova,R,178.0,CZE,29.468,19.0,2058.0,201662.0,,,Karolina Pliskova,R,184.0,CZE,33.887,416.0,146.0,5-2 RET,3,R16,38.0,1.0,3.0,19.0,13.0,10.0,4.0,3.0,1.0,1.0,1.0,0.0,26.0,17.0,9.0,3,4.0,0.0,2.0
2026-1003,Doha,Hard,56,1000,,20260208,47,206289.0,,,Maria Sakkari,R,172.0,GRE,30.544,49.0,1110.0,219875.0,,Q,Varvara Gracheva,R,,FRA,25.52,73.0,887.0,7-6(3) 6-0,3,R16,90.0,6.0,3.0,70.0,52.0,33.0,9.0,9.0,4.0,6.0,0.0,1.0,53.0,32.0,17.0,7,9.0,1.0,6.0
2026-1003,Doha,Hard,56,1000,,20260208,48,216347.0,1.0,,Iga Swiatek,R,176.0,POL,24.693,2.0,7978.0,214082.0,,,Daria Kasatkina,R,170.0,RUS,28.759,62.0,997.0,5-7 6-1 6-1,3,R16,137.0,7.0,4.0,92.0,59.0,38.0,15.0,13.0,8.0,12.0,4.0,1.0,90.0,61.0,34.0,7,13.0,10.0,18.0
2026-1003,Doha,Hard,56,1000,,20260208,49,239475.0,10.0,,Victoria Mboko,R,,CAN,19.456,13.0,2606.0,214981.0,2.0,,Elena Rybakina,R,184.0,KAZ,26.648,3.0,7610.0,7-5 4-6 6-4,3,QF,143.0,6.0,1.0,108.0,76.0,50.0,13.0,16.0,4.0,9.0,2.0,11.0,106.0,66.0,43.0,17,16.0,6.0,12.0
2026-1003,Doha,Hard,56,1000,,20260208,50,211533.0,,,Jelena Ostapenko,R,177.0,LAT,28.671,24.0,1801.0,220714.0,,LL,Elisabetta Cocciaretto,R,,ITA,25.038,51.0,1099.0,7-5 6-4,3,QF,100.0,2.0,5.0,72.0,45.0,27.0,14.0,11.0,6.0,10.0,2.0,1.0,63.0,43.0,24.0,6,11.0,0.0,6.0
2026-1003,Doha,Hard,56,1000,,20260208,51,214096.0,14.0,,Karolina Muchova,R,178.0,CZE,29.468,19.0,2058.0,214939.0,,,Anna Kalinskaya,R,175.0,RUS,27.187,27.0,1575.0,6-3 6-4,3,QF,88.0,1.0,1.0,55.0,34.0,26.0,12.0,10.0,3.0,5.0,0.0,2.0,59.0,38.0,20.0,12,9.0,1.0,5.0
2026-1003,Doha,Hard,56,1000,,20260208,52,206289.0,,,Maria Sakkari,R,172.0,GRE,30.544,49.0,1110.0,216347.0,1.0,,Iga Swiatek,R,176.0,POL,24.693,2.0,7978.0,2-6 6-4 7-5,3,QF,149.0,0.0,1.0,102.0,78.0,50.0,8.0,15.0,6.0,11.0,2.0,5.0,83.0,52.0,35.0,14,15.0,6.0,11.0
2026-1003,Doha,Hard,56,1000,,20260208,53,239475.0,10.0,,Victoria Mboko,R,,CAN,19.456,13.0,2606.0,211533.0,,,Jelena Ostapenko,R,177.0,LAT,28.671,24.0,1801.0,6-3 6-2,3,SF,74.0,6.0,1.0,56.0,36.0,24.0,9.0,9.0,2.0,4.0,4.0,0.0,55.0,37.0,18.0,7,8.0,4.0,9.0
2026-1003,Doha,Hard,56,1000,,20260208,54,214096.0,14.0,,Karolina Muchova,R,178.0,CZE,29.468,19.0,2058.0,206289.0,,,Maria Sakkari,R,172.0,GRE,30.544,49.0,1110.0,3-6 6-4 6-1,3,SF,133.0,4.0,3.0,72.0,46.0,30.0,13.0,13.0,6.0,10.0,1.0,0.0,90.0,57.0,31.0,17,13.0,11.0,17.0
2026-1003,Doha,Hard,56,1000,,20260208,55,214096.0,14.0,,Karolina Muchova,R,178.0,CZE,29.468,19.0,2058.0,239475.0,10.0,,Victoria Mboko,R,,CAN,19.456,13.0,2606.0,6-4 7-5,3,F,94.0,2.0,1.0,59.0,39.0,31.0,11.0,11.0,0.0,1.0,2.0,4.0,75.0,49.0,28.0,16,11.0,5.0,8.0
2026-718,Dubai,Hard,56,1000,,20260215,1,206252.0,,,Barbora Krejcikova,R,178.0,CZE,30.164,53.0,1091.0,201499.0,,,Anastasia Pavlyuchenkova,R,177.0,RUS,34.624,110.0,706.0,6-4 6-4,3,R64,94.0,8.0,6.0,62.0,43.0,37.0,8.0,10.0,4.0,4.0,3.0,4.0,69.0,33.0,25.0,15,10.0,6.0,8.0
2026-718,Dubai,Hard,56,1000,,20260215,2,222145.0,,WC,Janice Tjen,R,,INA,23.781,46.0,1185.0,215035.0,,,Dayana Yastremska,R,175.0,UKR,25.755,42.0,1225.0,6-4 6-1,3,R64,78.0,3.0,7.0,49.0,27.0,21.0,15.0,8.0,1.0,1.0,3.0,0.0,64.0,31.0,23.0,9,9.0,5.0,9.0
2026-718,Dubai,Hard,56,1000,,20260215,3,220367.0,,,Leylah Fernandez,L,168.0,CAN,23.445,27.0,1653.0,214643.0,13.0,,Liudmila Samsonova,R,180.0,RUS,27.264,17.0,2116.0,5-7 7-5 6-3,3,R64,172.0,7.0,5.0,120.0,70.0,50.0,25.0,17.0,10.0,13.0,3.0,4.0,97.0,61.0,42.0,19,16.0,5.0,9.0
2026-718,Dubai,Hard,56,1000,,20260215,4,211713.0,,,Jaqueline Cristian,R,180.0,ROU,27.699,36.0,1307.0,238075.0,,LL,Petra Marcinko,,,CRO,20.2,69.0,912.0,6-1 6-1,3,R64,64.0,3.0,7.0,41.0,29.0,21.0,7.0,7.0,1.0,2.0,3.0,1.0,57.0,36.0,20.0,4,7.0,6.0,12.0
2026-718,Dubai,Hard,56,1000,,20260215,5,230870.0,,Q,Ella Seidel,R,,GER,21.002,100.0,777.0,213710.0,,,Cristina Bucsa,R,,ESP,28.124,56.0,1069.0,6-1 6-4,3,R64,65.0,6.0,0.0,56.0,33.0,23.0,10.0,9.0,1.0,3.0,5.0,0.0,47.0,28.0,15.0,7,8.0,2.0,7.0
2026-718,Dubai,Hard,56,1000,,20260215,6,214082.0,,,Daria Kasatkina,R,170.0,RUS,28.778,61.0,997.0,201696.0,,,Laura Siegemund,R,168.0,GER,37.953,51.0,1111.0,6-2 6-3,3,R64,88.0,2.0,2.0,63.0,39.0,24.0,11.0,9.0,4.0,7.0,7.0,1.0,45.0,32.0,15.0,3,8.0,2.0,8.0
2026-718,Dubai,Hard,56,1000,,20260215,7,219875.0,,Q,Varvara Gracheva,R,,FRA,25.539,73.0,887.0,211685.0,,Q,Rebecca Sramkova,R,,SVK,29.326,82.0,848.0,7-5 1-6 6-4,3,R64,144.0,3.0,1.0,106.0,70.0,40.0,16.0,15.0,9.0,15.0,5.0,5.0,99.0,64.0,35.0,19,14.0,8.0,13.0
2026-718,Dubai,Hard,56,1000,,20260215,8,223670.0,,,Diana Shnaider,L,,RUS,21.873,21.0,1953.0,233741.0,,,Maya Joint,R,,AUS,19.836,30.0,1549.0,6-4 6-1,3,R64,69.0,1.0,0.0,51.0,31.0,23.0,7.0,8.0,0.0,2.0,5.0,0.0,55.0,35.0,17.0,8,9.0,0.0,6.0
2026-718,Dubai,Hard,56,1000,,20260215,9,260300.0,16.0,,Iva Jovic,R,,USA,18.196,20.0,2031.0,215872.0,,LL,Kamilla Rakhimova,R,,RUS,24.469,92.0,802.0,6-1 1-6 6-1,3,R64,110.0,5.0,8.0,66.0,40.0,28.0,14.0,11.0,7.0,10.0,2.0,3.0,77.0,43.0,27.0,12,10.0,6.0,11.0
2026-718,Dubai,Hard,56,1000,,20260215,10,220704.0,12.0,,Clara Tauson,R,182.0,DEN,23.154,14.0,2530.0,213550.0,,,Sofia Kenin,R,170.0,USA,27.256,29.0,1567.0,7-6(4) 6-2,3,R64,86.0,20.0,5.0,62.0,40.0,36.0,6.0,10.0,1.0,2.0,5.0,0.0,65.0,41.0,25.0,12,10.0,1.0,4.0
2026-718,Dubai,Hard,56,1000,,20260215,11,220548.0,,LL,Peyton Stearns,R,,USA,24.356,55.0,1078.0,211684.0,,LL,Magdalena Frech,R,171.0,POL,28.17,59.0,1033.0,6-4 6-2,3,R64,87.0,4.0,1.0,64.0,37.0,28.0,17.0,9.0,3.0,3.0,3.0,1.0,53.0,32.0,23.0,6,9.0,3.0,6.0
2026-718,Dubai,Hard,56,1000,,20260215,12,202663.0,,,Magda Linette,R,171.0,POL,34.01,47.0,1179.0,215138.0,,WC,Lulu Sun,L,,NZL,24.841,99.0,780.0,4-6 6-4 6-1,3,R64,116.0,10.0,5.0,75.0,38.0,30.0,22.0,14.0,0.0,2.0,4.0,5.0,88.0,53.0,38.0,13,13.0,5.0,9.0
2026-718,Dubai,Hard,56,1000,,20260215,13,223253.0,,,Alexandra Eala,L,173.0,PHI,20.734,40.0,1244.0,221024.0,,LL,Hailey Baptiste,R,,USA,24.285,39.0,1264.0,6-4 0-1 RET,3,R64,57.0,1.0,3.0,30.0,21.0,15.0,4.0,5.0,1.0,2.0,1.0,2.0,50.0,26.0,17.0,11,6.0,5.0,7.0
2026-718,Dubai,Hard,56,1000,,20260215,14,201514.0,,,Sorana Cirstea,R,176.0,ROU,35.861,31.0,1499.0,205925.0,,Q,Aliaksandra Sasnovich,R,174.0,BLR,31.905,114.0,673.0,6-3 7-6(6),3,R64,107.0,5.0,2.0,83.0,47.0,32.0,19.0,11.0,4.0,7.0,3.0,0.0,68.0,37.0,22.0,13,10.0,1.0,5.0
2026-718,Dubai,Hard,56,1000,,20260215,15,222328.0,10.0,,Linda Noskova,R,,CZE,21.246,12.0,2626.0,215983.0,,,Ann Li,R,170.0,USA,25.64,41.0,1243.0,6-3 5-7 6-4,3,R64,129.0,6.0,1.0,99.0,49.0,36.0,27.0,16.0,5.0,8.0,3.0,13.0,101.0,64.0,44.0,17,15.0,8.0,12.0
2026-718,Dubai,Hard,56,1000,,20260215,16,215613.0,14.0,,Emma Navarro,R,170.0,USA,24.748,18.0,2095.0,211817.0,,Q,Elena Gabriela Ruse,R,,ROU,28.277,72.0,892.0,6-4 7-5,3,R64,107.0,1.0,6.0,70.0,50.0,33.0,11.0,11.0,2.0,4.0,5.0,8.0,78.0,45.0,28.0,16,11.0,6.0,10.0
